Gene,Max_TPM,Max_FPKM
RNU7-190P,0.0,0.0
RNU7-115P,0.0,0.0
RNU7-92P,0.0,0.0
RNU7-161P,0.0,0.0
RNU7-64P,,
RNU7-20P,0.0,0.0
RNU7-148P,0.0,0.0
RNU7-17P,,
RNU7-56P,0.0,0.0
RNU7-57P,0.0,0.0
RNU7-34P,0.0,0.0
RNU7-75P,0.0,0.0
RNU7-127P,0.0,0.0
RNU7-67P,0.0,0.0
RNU7-130P,0.0,0.0
RNU7-195P,0.0,0.0
RNU7-35P,0.0,0.0
RNU7-167P,0.0,0.0
RNU7-4P,0.0,0.0
RNU7-170P,0.0,0.0
RNU7-193P,0.0,0.0
RNU7-28P,0.0,0.0
RNU7-174P,0.0,0.0
RNU7-49P,0.0,0.0
RNU7-165P,0.0,0.0
RNU7-33P,,
RNU7-119P,0.0,0.0
RNU7-111P,0.0,0.0
RNU7-106P,0.0,0.0
RNU7-87P,0.0,0.0
RNU7-32P,,
RNU7-30P,0.0,0.0
RNU7-172P,0.0,0.0
RNU7-43P,0.0,0.0
RNU7-182P,0.0,0.0
RNU7-90P,0.0,0.0
RNU7-61P,0.0,0.0
RNU7-80P,0.0,0.0
RNU7-137P,0.0,0.0
RNU7-55P,0.0,0.0
RNU7-63P,0.0,0.0
RNU7-171P,0.0,0.0
RNU7-77P,0.0,0.0
RNU7-95P,0.0,0.0
RNU7-164P,0.0,0.0
RNU7-81P,0.0,0.0
RNU7-29P,0.0,0.0
RNU7-107P,0.0,0.0
RNU7-66P,0.0,0.0
RNU7-157P,0.0,0.0
RNU7-125P,0.0,0.0
RNU7-183P,0.0,0.0
RNU7-10P,0.0,0.0
RNU7-60P,0.0,0.0
RNU7-82P,0.0,0.0
RNU7-192P,0.0,0.0
RNU7-176P,0.0,0.0
RNU7-197P,0.0,0.0
RNU7-121P,0.0,0.0
RNU7-102P,0.0,0.0
RNU7-179P,0.0,0.0
RNU7-152P,0.0,0.0
RNU7-89P,,
RNU7-149P,0.0,0.0
RNU7-160P,0.0,0.0
RNU7-44P,,
RNU7-79P,0.0,0.0
RNU7-26P,0.0,0.0
RNU7-78P,,
RNU7-53P,0.0,0.0
RNU7-144P,0.0,0.0
RNU7-54P,0.0,0.0
RNU7-147P,0.0,0.0
RNU7-24P,0.0,0.0
RNU7-141P,0.0,0.0
RNU7-173P,0.0,0.0
RNU7-48P,0.0,0.0
RNU7-133P,0.0,0.0
RNU7-74P,0.0,0.0
RNU7-175P,0.0,0.0
RNU7-65P,0.0,0.0
RNU7-153P,0.0,0.0
RNU7-9P,0.0,0.0
RNU7-12P,0.0,0.0
RNU7-134P,0.0,0.0
RNU7-104P,0.0,0.0
RNU7-39P,,
RNU7-73P,0.0,0.0
RNU7-187P,0.0,0.0
RNU7-124P,0.0,0.0
RNU7-194P,0.0,0.0
RNU7-129P,0.0,0.0
RNU7-151P,0.0,0.0
RNU7-84P,0.0,0.0
RNU7-116P,0.0,0.0
RNU7-40P,0.0,0.0
RNU7-186P,0.0,0.0
RNU7-46P,0.0,0.0
RNU7-97P,0.0,0.0
RNU7-62P,0.0,0.0
RNU7-120P,0.0,0.0
RNU7-188P,0.0,0.0
RNU7-154P,0.0,0.0
RNU7-88P,0.0,0.0
RNU7-2P,0.0,0.0
RNU7-45P,0.0,0.0
RNU7-70P,0.0,0.0
RNU7-169P,0.0,0.0
RNU7-37P,0.0,0.0
RNU7-6P,0.0,0.0
RNU7-156P,0.0,0.0
RNU7-1,0.0,0.0
RNU7-94P,0.0,0.0
RNU7-110P,0.0,0.0
RNU7-7P,0.0,0.0
RNU7-69P,0.0,0.0
RNU7-185P,0.0,0.0
RNU7-5P,,
RNU7-180P,0.0,0.0
RNU7-13P,0.0,0.0
RNU7-159P,0.0,0.0
RNU7-99P,0.0,0.0
RNU7-72P,,
RNU7-3P,0.0,0.0
RNU7-155P,0.0,0.0
RNU7-128P,0.0,0.0
RNU7-181P,0.0,0.0
RNU7-68P,,
RNU7-113P,0.0,0.0
RNU7-27P,0.0,0.0
RNU7-19P,0.0,0.0
RNU7-42P,,
RNU7-58P,,
RNU7-126P,0.0,0.0
RNU7-76P,,
RNU7-71P,0.0,0.0
RNU7-96P,0.0,0.0
RNU7-123P,0.0,0.0
RNU7-41P,0.0,0.0
RNU7-38P,0.0,0.0
RNU7-14P,0.0,0.0
RNU7-31P,,
RNU7-143P,0.0,0.0
RNU7-50P,0.0,0.0
RNU7-83P,,
RNU7-11P,0.0,0.0
RNU7-23P,0.0,0.0
RNU7-93P,0.0,0.0
RNU7-18P,0.0,0.0
RNU7-138P,0.0,0.0
RNU7-52P,0.0,0.0
RNU7-47P,0.0,0.0
RNU7-16P,,
RNU7-51P,0.0,0.0
RNU7-196P,0.0,0.0
RNU7-22P,0.0,0.0
RNU7-140P,0.0,0.0
RNU7-59P,0.0,0.0
RNU7-8P,0.0,0.0
RNU7-36P,,
RNU7-136P,0.0,0.0
RNU7-105P,0.0,0.0
RNU7-25P,0.0,0.0
RNU7-21P,0.0,0.0
RNU7-103P,0.0,0.0
RNU7-200P,0.0,0.0
RNU7-86P,,
RNU7-15P,,
RNU7-85P,0.0,0.0
